,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
10,"[447, 141, 203, 267]",0.85,0.0,0.04,0.0,0.07,0.03,0.0,"[745, 345, 100, 121]",0.32,0.02,0.04,0.11,0.42,0.02,0.07,"[-19, 450, 67, 83]",0.2,0.0,0.11,0.22,0.31,0.01,0.15,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
11,"[441, 139, 207, 271]",0.56,0.05,0.17,0.0,0.21,0.01,0.0,"[735, 358, 93, 108]",0.33,0.01,0.03,0.21,0.37,0.01,0.03,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
12,"[444, 139, 202, 269]",0.54,0.04,0.2,0.0,0.2,0.01,0.0,"[714, 355, 110, 128]",0.44,0.01,0.05,0.12,0.33,0.01,0.04,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
13,"[445, 136, 206, 270]",0.82,0.01,0.04,0.0,0.08,0.04,0.01,"[734, 352, 104, 120]",0.21,0.01,0.09,0.19,0.41,0.05,0.03,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
14,"[439, 138, 204, 272]",0.8,0.01,0.08,0.0,0.09,0.02,0.0,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
15,"[433, 137, 200, 272]",0.77,0.03,0.09,0.0,0.09,0.01,0.01,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
16,"[435, 139, 200, 267]",0.84,0.01,0.04,0.0,0.08,0.02,0.01,"[819, 114, 144, 152]",0.17,0.0,0.07,0.02,0.55,0.0,0.2,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
17,"[437, 134, 199, 267]",0.84,0.01,0.05,0.0,0.07,0.02,0.01,"[712, 341, 140, 155]",0.17,0.0,0.06,0.54,0.15,0.01,0.08,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
18,"[435, 136, 200, 265]",0.85,0.01,0.04,0.0,0.07,0.01,0.01,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
19,"[428, 139, 200, 264]",0.77,0.01,0.05,0.0,0.15,0.01,0.01,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
20,"[406, 126, 220, 295]",0.73,0.01,0.1,0.01,0.08,0.02,0.05,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
21,"[403, 126, 208, 283]",0.7,0.01,0.08,0.01,0.15,0.01,0.04,"[766, 355, 96, 107]",0.29,0.01,0.04,0.15,0.4,0.04,0.07,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
22,"[390, 123, 213, 289]",0.54,0.01,0.15,0.01,0.21,0.01,0.07,"[760, 334, 116, 124]",0.33,0.0,0.04,0.13,0.41,0.01,0.08,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
23,"[387, 139, 209, 274]",0.28,0.01,0.1,0.0,0.58,0.0,0.03,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
24,"[394, 140, 194, 259]",0.33,0.03,0.05,0.0,0.55,0.0,0.02,"[701, 329, 142, 157]",0.2,0.0,0.16,0.18,0.35,0.07,0.05,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
25,"[369, 124, 212, 281]",0.54,0.0,0.1,0.01,0.29,0.0,0.05,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
26,"[385, 132, 190, 258]",0.24,0.05,0.05,0.0,0.65,0.01,0.01,"[349, 4, 169, 195]",0.03,0.0,0.02,0.45,0.07,0.3,0.13,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
27,"[363, 124, 204, 267]",0.34,0.0,0.05,0.01,0.55,0.0,0.04,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
28,"[359, 117, 203, 267]",0.24,0.01,0.07,0.03,0.58,0.0,0.08,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
29,"[352, 111, 203, 271]",0.4,0.01,0.06,0.03,0.44,0.0,0.07,"[775, 384, 46, 52]",0.36,0.01,0.04,0.26,0.2,0.04,0.1,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
30,"[344, 107, 208, 278]",0.48,0.02,0.06,0.08,0.32,0.01,0.04,"[356, 0, 141, 162]",0.03,0.0,0.03,0.13,0.15,0.17,0.5,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
31,"[340, 108, 206, 275]",0.48,0.03,0.06,0.07,0.32,0.0,0.04,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
32,"[347, 113, 196, 267]",0.36,0.01,0.05,0.01,0.53,0.0,0.03,"[358, 4, 144, 166]",0.01,0.0,0.01,0.08,0.05,0.22,0.64,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
33,"[349, 113, 191, 259]",0.26,0.04,0.04,0.0,0.63,0.0,0.02,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
34,"[349, 112, 188, 257]",0.22,0.04,0.07,0.0,0.66,0.0,0.01,"[764, 377, 71, 82]",0.37,0.02,0.04,0.15,0.35,0.03,0.03,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
35,"[343, 105, 191, 263]",0.43,0.04,0.07,0.01,0.43,0.0,0.02,"[695, 341, 144, 156]",0.43,0.01,0.04,0.28,0.21,0.01,0.02,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
36,"[342, 105, 190, 262]",0.32,0.02,0.09,0.01,0.54,0.0,0.02,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
37,"[335, 112, 189, 255]",0.46,0.02,0.05,0.02,0.31,0.01,0.13,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
38,"[334, 109, 192, 259]",0.32,0.02,0.05,0.03,0.5,0.0,0.07,"[716, 348, 127, 138]",0.31,0.01,0.09,0.3,0.21,0.02,0.07,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
39,"[336, 102, 194, 266]",0.5,0.03,0.07,0.02,0.33,0.01,0.04,"[717, 339, 137, 149]",0.47,0.0,0.09,0.23,0.15,0.02,0.03,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
40,"[337, 103, 195, 267]",0.46,0.04,0.08,0.02,0.37,0.0,0.02,"[750, 347, 113, 126]",0.37,0.01,0.03,0.3,0.25,0.01,0.03,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
41,"[345, 116, 188, 255]",0.24,0.02,0.09,0.0,0.61,0.0,0.04,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
42,"[339, 113, 191, 258]",0.21,0.01,0.02,0.03,0.69,0.0,0.04,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
43,"[342, 116, 192, 256]",0.29,0.02,0.03,0.02,0.62,0.0,0.03,,,,,,,,,,,,,,,,,video_0883,88,2,50,44,25.0,3.52,2025-01-29T20:56:27.939560
