,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
16,"[952, 72, 544, 656]",0.04,0.0,0.04,0.0,0.52,0.0,0.4,"[424, 148, 175, 235]",0.51,0.0,0.06,0.01,0.25,0.03,0.14,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
17,"[951, 71, 544, 655]",0.03,0.0,0.04,0.0,0.44,0.0,0.49,"[415, 148, 177, 237]",0.77,0.0,0.04,0.0,0.13,0.01,0.03,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
18,"[949, 64, 546, 663]",0.02,0.0,0.03,0.0,0.47,0.0,0.48,"[401, 162, 175, 229]",0.19,0.0,0.13,0.02,0.55,0.02,0.09,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
19,"[947, 63, 551, 669]",0.02,0.0,0.04,0.0,0.46,0.0,0.49,"[370, 161, 185, 242]",0.09,0.0,0.06,0.02,0.7,0.0,0.11,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
20,"[953, 68, 542, 656]",0.01,0.0,0.02,0.0,0.39,0.0,0.58,"[356, 173, 183, 238]",0.04,0.0,0.05,0.02,0.76,0.0,0.13,"[747, 411, 16, 19]",0.52,0.01,0.04,0.2,0.19,0.04,0.01,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
21,"[954, 68, 542, 656]",0.01,0.0,0.02,0.0,0.37,0.0,0.6,"[346, 176, 180, 230]",0.02,0.0,0.06,0.0,0.79,0.0,0.12,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
22,"[952, 72, 545, 654]",0.03,0.0,0.05,0.0,0.52,0.0,0.4,"[340, 170, 185, 243]",0.05,0.0,0.07,0.0,0.79,0.0,0.08,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
23,"[952, 67, 545, 659]",0.01,0.0,0.02,0.0,0.37,0.0,0.61,"[356, 161, 185, 244]",0.16,0.0,0.14,0.0,0.67,0.01,0.02,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
24,"[953, 71, 547, 653]",0.02,0.0,0.02,0.0,0.45,0.0,0.51,"[384, 167, 177, 241]",0.37,0.0,0.11,0.0,0.44,0.0,0.07,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
25,"[946, 62, 548, 666]",0.02,0.0,0.04,0.0,0.66,0.0,0.27,"[401, 170, 174, 237]",0.27,0.0,0.15,0.0,0.51,0.04,0.03,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
26,"[945, 62, 551, 668]",0.02,0.0,0.04,0.0,0.49,0.0,0.45,"[418, 178, 170, 231]",0.42,0.01,0.1,0.0,0.4,0.0,0.06,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
27,"[952, 67, 545, 659]",0.01,0.0,0.02,0.0,0.33,0.0,0.65,"[422, 179, 173, 234]",0.45,0.01,0.11,0.0,0.37,0.0,0.06,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
28,"[944, 68, 555, 670]",0.05,0.0,0.07,0.0,0.61,0.01,0.26,"[413, 169, 182, 250]",0.37,0.0,0.03,0.0,0.51,0.0,0.08,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
29,"[950, 67, 548, 662]",0.01,0.0,0.02,0.0,0.4,0.0,0.57,"[409, 174, 183, 243]",0.64,0.0,0.04,0.0,0.26,0.0,0.05,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
30,"[943, 65, 558, 672]",0.03,0.0,0.05,0.0,0.38,0.01,0.53,"[406, 173, 182, 242]",0.51,0.0,0.05,0.0,0.37,0.0,0.07,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
31,"[944, 65, 560, 675]",0.08,0.0,0.06,0.0,0.48,0.01,0.37,"[399, 173, 179, 240]",0.63,0.0,0.06,0.0,0.25,0.01,0.04,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
32,"[954, 71, 543, 651]",0.02,0.0,0.02,0.0,0.44,0.0,0.51,"[393, 170, 179, 240]",0.58,0.0,0.1,0.0,0.27,0.02,0.02,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
33,"[949, 61, 547, 667]",0.02,0.0,0.04,0.0,0.64,0.0,0.29,"[386, 159, 182, 246]",0.34,0.0,0.06,0.0,0.33,0.24,0.02,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
34,"[949, 65, 545, 660]",0.01,0.0,0.02,0.0,0.41,0.0,0.56,"[391, 171, 179, 237]",0.34,0.0,0.07,0.0,0.48,0.0,0.11,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
35,"[947, 65, 546, 661]",0.02,0.0,0.04,0.0,0.56,0.0,0.38,"[402, 178, 177, 237]",0.67,0.0,0.07,0.0,0.22,0.02,0.03,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
36,"[948, 66, 547, 662]",0.01,0.0,0.02,0.0,0.35,0.0,0.62,"[399, 153, 188, 259]",0.51,0.0,0.11,0.0,0.32,0.03,0.02,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
37,"[952, 72, 542, 654]",0.03,0.0,0.04,0.0,0.49,0.0,0.43,"[418, 157, 183, 252]",0.26,0.0,0.11,0.01,0.59,0.02,0.01,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
38,"[953, 73, 542, 656]",0.03,0.0,0.05,0.0,0.53,0.0,0.39,"[440, 171, 178, 245]",0.28,0.0,0.09,0.0,0.59,0.01,0.03,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
