,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
25,"[537, 116, 198, 256]",0.03,0.0,0.0,0.96,0.01,0.0,0.0,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
26,"[538, 110, 197, 245]",0.33,0.0,0.04,0.6,0.03,0.0,0.0,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
27,"[543, 102, 195, 245]",0.21,0.0,0.22,0.01,0.4,0.01,0.15,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
28,"[543, 99, 201, 258]",0.59,0.0,0.12,0.13,0.15,0.0,0.01,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
29,"[538, 104, 196, 247]",0.31,0.0,0.07,0.02,0.37,0.0,0.24,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
30,"[528, 116, 191, 242]",0.77,0.0,0.01,0.12,0.07,0.0,0.03,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
31,"[535, 116, 198, 241]",0.14,0.0,0.12,0.24,0.37,0.0,0.13,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
32,"[524, 110, 209, 271]",0.13,0.0,0.23,0.43,0.19,0.01,0.02,"[154, 520, 46, 54]",0.07,0.0,0.23,0.18,0.36,0.1,0.06,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
33,"[539, 120, 191, 239]",0.46,0.0,0.03,0.35,0.11,0.0,0.04,"[155, 522, 46, 51]",0.12,0.0,0.34,0.09,0.28,0.15,0.01,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
34,"[544, 110, 196, 246]",0.08,0.0,0.02,0.15,0.35,0.0,0.4,"[154, 520, 47, 54]",0.08,0.0,0.26,0.14,0.4,0.08,0.04,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
35,"[545, 122, 196, 265]",0.97,0.0,0.02,0.0,0.01,0.0,0.0,"[154, 520, 46, 53]",0.06,0.0,0.23,0.17,0.38,0.09,0.06,"[320, 517, 40, 47]",0.38,0.07,0.17,0.06,0.27,0.04,0.02,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
36,"[532, 133, 192, 243]",0.93,0.0,0.05,0.0,0.01,0.0,0.0,"[154, 520, 46, 53]",0.06,0.0,0.23,0.19,0.36,0.09,0.06,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
37,"[505, 126, 210, 255]",0.07,0.0,0.09,0.01,0.7,0.0,0.13,"[165, 523, 41, 47]",0.31,0.01,0.17,0.15,0.22,0.11,0.03,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
38,"[535, 155, 187, 236]",0.58,0.14,0.05,0.0,0.22,0.0,0.01,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
39,"[526, 144, 201, 245]",0.1,0.0,0.02,0.0,0.58,0.0,0.29,"[154, 520, 47, 53]",0.05,0.0,0.21,0.21,0.33,0.14,0.07,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
40,"[540, 153, 187, 251]",0.35,0.25,0.04,0.0,0.35,0.0,0.0,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
41,"[538, 160, 193, 251]",0.2,0.05,0.03,0.0,0.72,0.0,0.0,"[154, 520, 46, 53]",0.05,0.0,0.21,0.28,0.26,0.12,0.07,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
42,"[543, 162, 187, 237]",0.26,0.07,0.03,0.01,0.62,0.0,0.01,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
43,"[529, 146, 193, 243]",0.34,0.14,0.04,0.01,0.44,0.0,0.03,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
44,"[535, 133, 198, 257]",0.1,0.0,0.15,0.0,0.7,0.0,0.03,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
45,"[540, 135, 191, 257]",0.06,0.0,0.02,0.02,0.82,0.0,0.08,"[155, 521, 46, 52]",0.06,0.0,0.31,0.16,0.29,0.14,0.03,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
46,"[544, 150, 185, 245]",0.6,0.07,0.05,0.01,0.26,0.0,0.0,"[155, 521, 46, 52]",0.05,0.0,0.27,0.27,0.27,0.1,0.03,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
47,"[546, 154, 188, 239]",0.32,0.44,0.02,0.0,0.22,0.0,0.0,"[155, 521, 46, 52]",0.06,0.0,0.28,0.25,0.27,0.11,0.04,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
48,"[551, 156, 190, 243]",0.11,0.0,0.05,0.04,0.36,0.0,0.44,"[155, 520, 46, 53]",0.05,0.0,0.2,0.32,0.27,0.1,0.06,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
49,"[567, 161, 186, 247]",0.08,0.0,0.12,0.01,0.66,0.02,0.12,,,,,,,,,,,,,,,,,video_0799,499,10,50,49,25.0,19.96,2025-01-29T20:51:10.499689
