,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
17,"[644, 244, 236, 281]",0.15,0.0,0.28,0.0,0.31,0.0,0.26,"[811, 33, 25, 29]",0.17,0.0,0.08,0.14,0.27,0.0,0.35,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
18,"[646, 248, 234, 283]",0.25,0.0,0.09,0.01,0.25,0.0,0.4,"[811, 33, 25, 29]",0.16,0.0,0.08,0.14,0.26,0.0,0.35,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
19,"[651, 248, 230, 275]",0.16,0.0,0.02,0.0,0.34,0.0,0.48,"[682, 76, 51, 57]",0.27,0.0,0.19,0.09,0.16,0.0,0.29,"[811, 32, 25, 31]",0.11,0.0,0.06,0.09,0.33,0.0,0.42,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
20,"[649, 243, 231, 283]",0.2,0.0,0.08,0.01,0.17,0.0,0.54,"[810, 32, 26, 31]",0.11,0.0,0.05,0.11,0.33,0.0,0.39,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
21,"[660, 247, 227, 274]",0.3,0.0,0.13,0.01,0.26,0.0,0.3,"[679, 75, 55, 61]",0.07,0.0,0.09,0.01,0.53,0.0,0.3,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
22,"[647, 240, 236, 280]",0.24,0.0,0.13,0.0,0.17,0.0,0.46,"[811, 33, 25, 29]",0.15,0.0,0.07,0.17,0.26,0.0,0.36,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
23,"[640, 240, 231, 275]",0.36,0.0,0.15,0.0,0.22,0.0,0.26,"[811, 33, 24, 29]",0.16,0.0,0.08,0.15,0.24,0.0,0.36,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
24,"[639, 240, 231, 273]",0.09,0.0,0.04,0.0,0.15,0.0,0.71,"[811, 33, 24, 30]",0.12,0.0,0.05,0.17,0.23,0.0,0.43,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
25,"[632, 237, 231, 275]",0.31,0.0,0.17,0.01,0.19,0.01,0.32,"[1821, 383, 32, 38]",0.24,0.0,0.06,0.15,0.52,0.0,0.04,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
26,"[627, 233, 234, 284]",0.34,0.0,0.24,0.01,0.19,0.01,0.21,"[1821, 383, 32, 38]",0.21,0.0,0.06,0.13,0.56,0.0,0.04,"[810, 33, 26, 30]",0.12,0.0,0.06,0.18,0.23,0.0,0.41,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
27,"[637, 233, 227, 284]",0.27,0.0,0.27,0.01,0.2,0.01,0.24,"[811, 32, 25, 28]",0.21,0.0,0.17,0.06,0.4,0.0,0.16,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
28,"[633, 232, 236, 277]",0.09,0.0,0.18,0.0,0.41,0.0,0.32,"[812, 32, 24, 28]",0.21,0.0,0.16,0.05,0.42,0.0,0.16,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
29,"[635, 231, 234, 277]",0.34,0.0,0.22,0.01,0.26,0.0,0.18,"[812, 32, 24, 28]",0.22,0.0,0.16,0.05,0.4,0.0,0.16,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
30,"[636, 229, 230, 278]",0.22,0.0,0.33,0.0,0.41,0.0,0.04,"[811, 32, 25, 31]",0.13,0.0,0.07,0.12,0.32,0.0,0.37,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
31,"[633, 231, 229, 269]",0.17,0.0,0.07,0.0,0.57,0.0,0.19,"[811, 33, 25, 30]",0.08,0.0,0.05,0.3,0.19,0.0,0.38,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
32,"[634, 232, 229, 270]",0.36,0.0,0.16,0.0,0.38,0.0,0.1,"[812, 32, 24, 29]",0.17,0.0,0.1,0.17,0.29,0.0,0.27,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
33,"[635, 230, 230, 268]",0.36,0.0,0.26,0.0,0.27,0.0,0.11,"[812, 32, 25, 29]",0.17,0.0,0.11,0.17,0.29,0.0,0.27,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
34,"[631, 225, 233, 269]",0.25,0.0,0.04,0.0,0.25,0.0,0.46,"[625, 90, 43, 51]",0.22,0.0,0.07,0.23,0.27,0.01,0.2,"[812, 32, 25, 29]",0.16,0.0,0.11,0.16,0.3,0.0,0.27,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
35,"[625, 231, 242, 280]",0.11,0.0,0.04,0.0,0.25,0.0,0.59,"[1822, 383, 31, 39]",0.36,0.0,0.05,0.06,0.51,0.0,0.02,"[812, 32, 25, 29]",0.18,0.0,0.11,0.17,0.28,0.0,0.26,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
36,"[630, 230, 238, 277]",0.2,0.0,0.06,0.0,0.31,0.0,0.43,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
37,"[632, 236, 232, 271]",0.22,0.0,0.24,0.02,0.36,0.0,0.16,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
38,"[626, 243, 230, 278]",0.2,0.0,0.18,0.08,0.39,0.01,0.14,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
39,"[638, 223, 236, 284]",0.08,0.0,0.04,0.02,0.18,0.0,0.68,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
40,"[638, 226, 234, 283]",0.21,0.0,0.15,0.02,0.54,0.0,0.07,"[1820, 382, 33, 39]",0.32,0.0,0.04,0.06,0.56,0.0,0.02,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
41,"[647, 230, 227, 269]",0.24,0.0,0.14,0.16,0.24,0.0,0.22,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
42,"[647, 234, 231, 269]",0.35,0.0,0.15,0.11,0.27,0.0,0.12,"[1822, 383, 31, 38]",0.33,0.0,0.05,0.11,0.46,0.0,0.04,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
43,"[650, 236, 229, 266]",0.29,0.0,0.12,0.21,0.24,0.0,0.13,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
44,"[643, 235, 233, 278]",0.67,0.0,0.15,0.05,0.09,0.0,0.04,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
45,"[641, 236, 239, 278]",0.32,0.0,0.06,0.35,0.11,0.0,0.16,,,,,,,,,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
46,"[644, 226, 238, 281]",0.49,0.0,0.08,0.2,0.1,0.0,0.14,"[811, 33, 25, 30]",0.08,0.0,0.06,0.28,0.21,0.0,0.37,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
47,"[651, 241, 231, 276]",0.6,0.0,0.07,0.19,0.07,0.01,0.06,"[812, 33, 24, 30]",0.08,0.0,0.06,0.29,0.2,0.0,0.37,,,,,,,,,video_0000,142,3,50,47,25.0,5.68,2025-01-29T20:02:45.048664
