,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
12,"[659, 185, 203, 275]",0.1,0.0,0.06,0.0,0.2,0.04,0.59,"[388, 622, 41, 50]",0.1,0.0,0.11,0.03,0.62,0.02,0.12,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
13,"[680, 179, 212, 290]",0.07,0.0,0.07,0.0,0.21,0.02,0.64,"[388, 622, 41, 50]",0.1,0.0,0.11,0.03,0.62,0.02,0.12,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
14,"[692, 169, 205, 284]",0.07,0.0,0.05,0.0,0.17,0.04,0.67,"[388, 622, 41, 50]",0.1,0.0,0.11,0.03,0.62,0.02,0.12,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
15,"[695, 177, 212, 284]",0.08,0.0,0.04,0.0,0.34,0.01,0.52,"[388, 621, 41, 51]",0.07,0.0,0.12,0.07,0.46,0.02,0.26,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
16,"[698, 163, 210, 281]",0.06,0.0,0.02,0.0,0.26,0.0,0.66,"[388, 622, 41, 50]",0.1,0.0,0.11,0.04,0.62,0.02,0.11,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
17,"[714, 145, 219, 294]",0.17,0.0,0.21,0.0,0.32,0.02,0.29,"[388, 622, 41, 50]",0.1,0.0,0.12,0.04,0.61,0.02,0.11,"[679, 594, 19, 24]",0.06,0.0,0.11,0.05,0.74,0.0,0.03,"[785, 685, 18, 21]",0.23,0.0,0.06,0.2,0.37,0.06,0.08,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
18,"[676, 138, 221, 295]",0.27,0.0,0.16,0.0,0.33,0.02,0.22,"[388, 621, 41, 51]",0.07,0.0,0.12,0.07,0.47,0.01,0.26,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
19,"[637, 134, 223, 287]",0.11,0.0,0.3,0.0,0.44,0.02,0.14,"[388, 621, 41, 51]",0.07,0.0,0.11,0.07,0.48,0.01,0.26,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
20,"[531, 149, 221, 285]",0.1,0.0,0.22,0.0,0.57,0.0,0.11,"[389, 626, 39, 47]",0.12,0.0,0.37,0.05,0.28,0.02,0.16,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
21,"[464, 155, 228, 300]",0.25,0.0,0.13,0.0,0.27,0.08,0.26,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
22,"[316, 196, 227, 306]",0.33,0.0,0.18,0.0,0.15,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
23,"[293, 174, 228, 298]",0.09,0.0,0.08,0.0,0.41,0.02,0.39,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
24,"[270, 169, 222, 297]",0.05,0.0,0.09,0.01,0.27,0.01,0.57,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
25,"[267, 167, 220, 298]",0.07,0.0,0.07,0.01,0.22,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
26,"[266, 160, 224, 307]",0.04,0.0,0.05,0.0,0.23,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
27,"[282, 159, 221, 302]",0.04,0.0,0.07,0.0,0.25,0.01,0.62,"[328, 566, 26, 32]",0.16,0.0,0.32,0.16,0.32,0.01,0.03,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
28,"[306, 160, 220, 303]",0.03,0.0,0.09,0.01,0.09,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
29,"[350, 172, 215, 284]",0.11,0.0,0.09,0.0,0.31,0.03,0.46,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
30,"[388, 148, 229, 318]",0.11,0.0,0.06,0.0,0.37,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
31,"[456, 141, 232, 320]",0.09,0.0,0.05,0.0,0.33,0.01,0.51,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
32,"[526, 140, 226, 315]",0.14,0.0,0.19,0.0,0.26,0.13,0.27,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
33,"[572, 144, 238, 311]",0.11,0.0,0.18,0.0,0.45,0.08,0.18,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
34,"[606, 134, 224, 311]",0.15,0.0,0.07,0.0,0.35,0.04,0.4,"[621, 588, 22, 28]",0.02,0.0,0.22,0.04,0.7,0.0,0.01,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
35,"[613, 141, 222, 299]",0.15,0.0,0.09,0.0,0.42,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
36,"[603, 123, 226, 308]",0.15,0.0,0.06,0.01,0.36,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
37,"[586, 116, 226, 315]",0.1,0.0,0.07,0.0,0.51,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
38,"[591, 144, 227, 301]",0.18,0.0,0.1,0.0,0.37,0.07,0.28,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
