,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
10,"[398, 98, 268, 358]",0.49,0.0,0.14,0.0,0.08,0.22,0.08,"[465, 617, 41, 56]",0.36,0.0,0.46,0.01,0.14,0.01,0.02,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
11,"[393, 87, 282, 370]",0.49,0.0,0.15,0.0,0.07,0.15,0.14,"[465, 621, 42, 53]",0.21,0.0,0.49,0.01,0.16,0.06,0.07,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
12,"[384, 66, 302, 403]",0.37,0.01,0.15,0.0,0.11,0.17,0.19,"[465, 621, 42, 53]",0.21,0.0,0.49,0.01,0.17,0.05,0.07,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
13,"[387, 65, 296, 392]",0.32,0.0,0.11,0.0,0.13,0.06,0.37,"[467, 623, 40, 48]",0.07,0.0,0.29,0.04,0.53,0.01,0.05,"[726, 620, 32, 40]",0.36,0.0,0.12,0.06,0.16,0.01,0.29,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
14,"[392, 60, 294, 394]",0.33,0.0,0.11,0.0,0.12,0.09,0.35,"[464, 620, 44, 56]",0.17,0.0,0.53,0.01,0.14,0.02,0.13,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
15,"[393, 55, 295, 396]",0.27,0.01,0.28,0.0,0.08,0.21,0.15,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
16,"[396, 50, 295, 398]",0.26,0.01,0.25,0.0,0.08,0.31,0.1,"[464, 620, 44, 56]",0.16,0.0,0.54,0.01,0.13,0.02,0.14,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
17,"[400, 49, 298, 394]",0.18,0.0,0.27,0.0,0.11,0.31,0.13,"[467, 623, 40, 48]",0.07,0.0,0.27,0.06,0.54,0.02,0.05,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
18,"[397, 44, 301, 397]",0.28,0.01,0.18,0.0,0.07,0.38,0.08,"[467, 623, 40, 48]",0.07,0.0,0.27,0.05,0.53,0.02,0.05,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
19,"[408, 46, 296, 394]",0.34,0.02,0.21,0.0,0.13,0.2,0.1,"[466, 620, 41, 51]",0.1,0.0,0.31,0.05,0.44,0.01,0.09,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
20,"[409, 53, 290, 381]",0.08,0.0,0.15,0.0,0.69,0.0,0.08,"[467, 621, 41, 51]",0.1,0.0,0.18,0.01,0.62,0.01,0.07,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
21,"[416, 70, 285, 352]",0.19,0.0,0.09,0.0,0.42,0.0,0.3,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
22,"[417, 75, 292, 362]",0.08,0.0,0.05,0.0,0.3,0.01,0.55,"[467, 623, 40, 48]",0.07,0.0,0.29,0.04,0.52,0.02,0.05,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
23,"[424, 85, 288, 356]",0.22,0.0,0.08,0.0,0.31,0.01,0.37,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
24,"[434, 87, 284, 358]",0.29,0.03,0.13,0.0,0.2,0.09,0.26,"[467, 620, 38, 47]",0.07,0.0,0.58,0.01,0.23,0.03,0.06,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
25,"[436, 91, 285, 354]",0.32,0.02,0.23,0.0,0.1,0.17,0.16,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
