,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
10,"[559, 64, 173, 224]",0.32,0.0,0.37,0.02,0.16,0.05,0.08,"[845, 47, 98, 152]",0.28,0.01,0.22,0.05,0.36,0.04,0.04,"[-7, 282, 21, 29]",0.62,0.05,0.07,0.04,0.14,0.06,0.02,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
11,"[557, 64, 165, 209]",0.21,0.0,0.24,0.01,0.24,0.01,0.29,"[846, 48, 97, 150]",0.24,0.03,0.2,0.06,0.38,0.05,0.04,"[-7, 282, 21, 29]",0.6,0.05,0.07,0.04,0.15,0.07,0.02,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
12,"[561, 68, 166, 228]",0.39,0.0,0.07,0.01,0.13,0.01,0.39,"[847, 49, 96, 149]",0.22,0.04,0.15,0.12,0.37,0.05,0.04,"[-8, 282, 22, 29]",0.62,0.05,0.07,0.04,0.14,0.06,0.02,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
13,"[568, 69, 160, 206]",0.31,0.0,0.21,0.06,0.23,0.07,0.12,"[846, 48, 98, 151]",0.26,0.03,0.18,0.09,0.34,0.05,0.05,"[-7, 281, 21, 30]",0.67,0.05,0.06,0.04,0.12,0.05,0.02,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
14,"[572, 71, 160, 219]",0.32,0.0,0.26,0.28,0.11,0.02,0.0,"[846, 49, 96, 148]",0.19,0.04,0.2,0.03,0.45,0.05,0.04,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
15,"[590, 85, 146, 193]",0.41,0.0,0.08,0.4,0.09,0.0,0.01,"[846, 48, 96, 148]",0.21,0.02,0.23,0.03,0.4,0.07,0.04,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
16,"[584, 82, 157, 216]",0.71,0.07,0.05,0.03,0.12,0.01,0.0,"[847, 50, 95, 147]",0.18,0.05,0.14,0.12,0.42,0.05,0.04,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
17,"[588, 87, 163, 219]",0.83,0.15,0.0,0.0,0.01,0.0,0.0,"[845, 48, 97, 150]",0.21,0.03,0.21,0.07,0.37,0.07,0.04,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
18,"[607, 99, 165, 214]",0.9,0.02,0.02,0.0,0.05,0.0,0.0,"[842, 46, 98, 153]",0.24,0.03,0.26,0.04,0.36,0.03,0.04,"[-10, 281, 23, 31]",0.58,0.03,0.07,0.05,0.18,0.06,0.03,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
19,"[622, 132, 161, 209]",0.23,0.0,0.53,0.0,0.21,0.0,0.02,"[836, 47, 103, 159]",0.41,0.0,0.11,0.1,0.28,0.02,0.08,"[-11, 282, 24, 31]",0.59,0.03,0.07,0.04,0.19,0.05,0.04,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
20,"[622, 133, 162, 215]",0.37,0.0,0.37,0.0,0.22,0.03,0.01,"[837, 45, 99, 154]",0.16,0.01,0.32,0.02,0.42,0.02,0.06,"[919, 614, 61, 80]",0.25,0.0,0.14,0.05,0.4,0.09,0.06,"[-13, 281, 25, 32]",0.51,0.03,0.08,0.06,0.22,0.06,0.05,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
21,"[576, 100, 157, 200]",0.29,0.01,0.46,0.0,0.23,0.0,0.0,"[843, 50, 96, 147]",0.19,0.04,0.19,0.09,0.42,0.04,0.04,"[-14, 280, 25, 34]",0.53,0.02,0.09,0.04,0.23,0.05,0.04,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
22,"[545, 111, 158, 205]",0.46,0.01,0.31,0.0,0.22,0.0,0.0,"[842, 49, 96, 150]",0.17,0.02,0.19,0.09,0.46,0.02,0.06,"[-14, 281, 25, 33]",0.56,0.02,0.1,0.03,0.21,0.04,0.04,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
23,"[546, 109, 160, 208]",0.47,0.01,0.2,0.0,0.32,0.0,0.0,"[843, 49, 96, 150]",0.21,0.02,0.18,0.1,0.4,0.02,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
24,"[566, 115, 156, 203]",0.58,0.05,0.16,0.0,0.2,0.0,0.0,"[843, 47, 96, 154]",0.23,0.01,0.17,0.12,0.35,0.02,0.1,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
25,"[575, 116, 159, 209]",0.42,0.09,0.06,0.0,0.43,0.0,0.0,"[842, 49, 96, 149]",0.22,0.02,0.2,0.08,0.4,0.03,0.05,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
26,"[581, 122, 150, 199]",0.35,0.61,0.01,0.0,0.03,0.0,0.0,"[843, 50, 96, 150]",0.22,0.01,0.19,0.15,0.33,0.02,0.08,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
27,"[582, 112, 158, 209]",0.19,0.63,0.07,0.0,0.1,0.0,0.0,"[844, 50, 95, 149]",0.26,0.02,0.17,0.15,0.3,0.03,0.06,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
28,"[592, 125, 161, 221]",0.94,0.01,0.02,0.0,0.02,0.0,0.0,"[843, 49, 96, 150]",0.27,0.01,0.21,0.11,0.32,0.03,0.05,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
29,"[599, 130, 156, 212]",0.85,0.09,0.03,0.0,0.03,0.0,0.0,"[842, 49, 96, 151]",0.26,0.01,0.18,0.12,0.33,0.02,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
30,"[594, 137, 158, 210]",0.88,0.04,0.03,0.0,0.04,0.0,0.0,"[841, 50, 96, 149]",0.22,0.03,0.19,0.09,0.4,0.02,0.06,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
31,"[596, 143, 160, 215]",0.75,0.01,0.05,0.0,0.19,0.0,0.0,"[840, 48, 96, 151]",0.16,0.02,0.17,0.08,0.48,0.01,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
32,"[605, 153, 154, 201]",0.74,0.01,0.05,0.0,0.15,0.0,0.05,"[840, 48, 95, 151]",0.15,0.01,0.14,0.09,0.52,0.02,0.08,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
33,"[623, 154, 151, 208]",0.59,0.02,0.08,0.05,0.25,0.0,0.01,"[839, 47, 97, 152]",0.17,0.02,0.15,0.08,0.5,0.02,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
34,"[632, 148, 153, 220]",0.94,0.0,0.01,0.04,0.01,0.0,0.0,"[840, 48, 96, 152]",0.16,0.01,0.15,0.13,0.46,0.02,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
35,"[639, 164, 153, 208]",0.61,0.0,0.11,0.0,0.09,0.0,0.19,"[841, 48, 96, 151]",0.22,0.01,0.17,0.09,0.42,0.02,0.06,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
36,"[621, 165, 164, 219]",0.54,0.0,0.04,0.12,0.23,0.01,0.06,"[840, 49, 96, 150]",0.16,0.01,0.19,0.1,0.46,0.01,0.06,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
37,"[604, 161, 157, 213]",0.15,0.0,0.1,0.38,0.08,0.0,0.28,"[841, 48, 96, 152]",0.2,0.01,0.18,0.13,0.41,0.02,0.06,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
38,"[568, 144, 149, 200]",0.07,0.0,0.01,0.87,0.02,0.0,0.03,"[843, 49, 95, 150]",0.23,0.01,0.16,0.18,0.33,0.02,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
39,"[492, 74, 155, 207]",0.02,0.0,0.07,0.81,0.09,0.01,0.01,"[842, 48, 96, 150]",0.26,0.02,0.2,0.1,0.35,0.02,0.06,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
40,"[447, 86, 150, 190]",0.12,0.0,0.28,0.15,0.39,0.01,0.05,"[841, 48, 97, 150]",0.21,0.02,0.19,0.1,0.41,0.02,0.05,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
41,"[495, 94, 147, 200]",0.1,0.0,0.68,0.05,0.12,0.01,0.03,"[841, 47, 96, 151]",0.19,0.01,0.19,0.08,0.44,0.02,0.07,,,,,,,,,,,,,,,,,video_0427,252,6,50,42,30.089432479870727,8.375033333333333,2025-01-29T20:28:50.159839
