,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
12,"[870, 230, 348, 487]",0.07,0.0,0.36,0.02,0.03,0.5,0.01,"[1254, 685, 72, 75]",0.03,0.03,0.12,0.2,0.32,0.01,0.3,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
13,"[868, 237, 349, 486]",0.1,0.0,0.25,0.02,0.05,0.57,0.01,"[1240, 791, 91, 121]",0.03,0.0,0.07,0.6,0.19,0.01,0.1,"[1252, 690, 89, 106]",0.01,0.01,0.12,0.46,0.25,0.0,0.15,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
14,"[878, 260, 337, 463]",0.1,0.0,0.38,0.03,0.03,0.45,0.01,"[1254, 698, 89, 109]",0.02,0.0,0.09,0.5,0.16,0.0,0.23,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
15,"[862, 278, 342, 448]",0.04,0.0,0.11,0.01,0.01,0.83,0.0,"[1247, 698, 74, 81]",0.06,0.01,0.25,0.24,0.27,0.0,0.18,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
16,"[838, 268, 356, 491]",0.06,0.0,0.2,0.03,0.03,0.67,0.01,"[1230, 710, 72, 79]",0.02,0.0,0.23,0.24,0.26,0.0,0.26,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
17,"[812, 284, 339, 452]",0.19,0.0,0.18,0.08,0.09,0.43,0.02,"[1195, 691, 81, 94]",0.09,0.01,0.51,0.07,0.25,0.0,0.06,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
18,"[784, 260, 353, 478]",0.09,0.0,0.18,0.16,0.1,0.45,0.02,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
19,"[766, 231, 351, 467]",0.1,0.0,0.16,0.05,0.03,0.64,0.01,"[1157, 782, 78, 89]",0.04,0.01,0.28,0.2,0.35,0.07,0.06,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
20,"[754, 218, 346, 460]",0.15,0.0,0.2,0.03,0.03,0.59,0.01,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
21,"[683, 172, 370, 504]",0.11,0.0,0.22,0.03,0.05,0.55,0.02,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
22,"[652, 175, 367, 480]",0.16,0.0,0.18,0.02,0.05,0.57,0.01,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
23,"[622, 180, 371, 494]",0.11,0.0,0.24,0.06,0.06,0.5,0.03,"[1063, 612, 86, 98]",0.03,0.01,0.09,0.34,0.17,0.0,0.37,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
24,"[619, 187, 378, 506]",0.1,0.0,0.15,0.04,0.05,0.66,0.01,"[1065, 620, 86, 101]",0.03,0.0,0.06,0.42,0.16,0.0,0.32,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
25,"[620, 215, 353, 471]",0.04,0.0,0.1,0.01,0.04,0.79,0.02,"[1053, 773, 103, 140]",0.08,0.0,0.12,0.29,0.27,0.03,0.2,"[1073, 632, 84, 99]",0.04,0.0,0.13,0.27,0.24,0.0,0.32,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
26,"[607, 206, 388, 527]",0.07,0.0,0.17,0.03,0.04,0.66,0.02,"[1077, 647, 80, 89]",0.07,0.0,0.09,0.33,0.38,0.01,0.12,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
27,"[617, 208, 380, 528]",0.09,0.0,0.16,0.04,0.02,0.66,0.02,"[1082, 643, 90, 100]",0.03,0.02,0.08,0.55,0.15,0.01,0.17,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
28,"[626, 212, 386, 531]",0.09,0.0,0.15,0.05,0.04,0.64,0.02,"[1097, 646, 94, 106]",0.06,0.0,0.06,0.15,0.21,0.03,0.49,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
29,"[644, 204, 385, 541]",0.1,0.0,0.18,0.1,0.08,0.51,0.03,"[1113, 642, 90, 102]",0.04,0.0,0.33,0.18,0.28,0.01,0.15,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
30,"[648, 208, 394, 544]",0.08,0.0,0.1,0.12,0.06,0.57,0.07,"[1122, 651, 93, 110]",0.09,0.0,0.32,0.2,0.19,0.02,0.18,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
31,"[655, 252, 376, 493]",0.08,0.0,0.07,0.02,0.07,0.7,0.06,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
32,"[657, 244, 389, 530]",0.05,0.0,0.06,0.04,0.03,0.79,0.03,"[1129, 682, 93, 107]",0.05,0.0,0.28,0.13,0.32,0.02,0.2,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
33,"[659, 257, 389, 527]",0.05,0.0,0.07,0.02,0.02,0.81,0.01,"[1134, 694, 86, 96]",0.08,0.02,0.24,0.23,0.27,0.03,0.11,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
34,"[675, 292, 356, 477]",0.06,0.0,0.15,0.01,0.05,0.69,0.03,"[1131, 707, 98, 121]",0.09,0.02,0.07,0.39,0.18,0.02,0.23,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
35,"[672, 259, 383, 521]",0.09,0.0,0.14,0.04,0.05,0.63,0.03,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
36,"[681, 260, 380, 514]",0.07,0.0,0.15,0.02,0.04,0.7,0.02,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
37,"[690, 263, 377, 514]",0.07,0.0,0.11,0.03,0.03,0.73,0.02,"[1150, 696, 87, 101]",0.06,0.0,0.23,0.15,0.32,0.01,0.22,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
38,"[689, 260, 379, 523]",0.08,0.0,0.14,0.04,0.05,0.66,0.03,"[1151, 702, 86, 99]",0.05,0.02,0.11,0.38,0.19,0.03,0.23,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
39,"[687, 262, 379, 518]",0.07,0.0,0.14,0.04,0.04,0.68,0.03,"[1146, 695, 88, 105]",0.04,0.0,0.17,0.23,0.19,0.01,0.37,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
40,"[677, 262, 383, 524]",0.11,0.0,0.15,0.05,0.06,0.58,0.05,"[1144, 696, 87, 104]",0.03,0.0,0.09,0.27,0.21,0.01,0.39,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
41,"[680, 296, 354, 470]",0.05,0.0,0.08,0.01,0.03,0.8,0.02,"[1283, 783, 95, 116]",0.04,0.29,0.15,0.04,0.42,0.01,0.06,"[1136, 697, 87, 104]",0.04,0.0,0.1,0.41,0.15,0.01,0.29,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
42,"[671, 297, 352, 474]",0.12,0.0,0.15,0.03,0.09,0.58,0.04,"[1125, 696, 88, 106]",0.03,0.0,0.18,0.45,0.21,0.0,0.13,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
43,"[677, 277, 385, 514]",0.11,0.0,0.12,0.12,0.1,0.52,0.03,"[1117, 712, 87, 99]",0.05,0.01,0.09,0.26,0.28,0.01,0.3,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
44,"[715, 295, 395, 504]",0.05,0.0,0.19,0.12,0.12,0.45,0.06,"[1496, 971, 56, 76]",0.03,0.0,0.18,0.02,0.75,0.0,0.03,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
45,"[713, 305, 399, 511]",0.07,0.0,0.17,0.11,0.23,0.24,0.18,"[1086, 721, 84, 96]",0.06,0.0,0.29,0.15,0.29,0.01,0.2,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
46,"[701, 299, 405, 513]",0.06,0.0,0.18,0.05,0.2,0.28,0.23,"[1074, 711, 86, 101]",0.02,0.0,0.21,0.21,0.26,0.01,0.29,"[1225, 781, 79, 93]",0.12,0.04,0.33,0.08,0.39,0.0,0.04,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
47,"[695, 287, 406, 520]",0.06,0.0,0.12,0.07,0.33,0.21,0.21,"[1059, 704, 88, 102]",0.03,0.0,0.36,0.08,0.33,0.0,0.2,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
48,"[692, 275, 414, 532]",0.07,0.0,0.09,0.12,0.23,0.21,0.28,"[1058, 705, 83, 94]",0.05,0.0,0.34,0.06,0.38,0.01,0.17,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
