,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
14,"[468, 144, 78, 102]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
15,"[464, 139, 80, 106]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
16,"[456, 138, 82, 110]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[568, 302, 43, 47]",0.24,0.0,0.02,0.04,0.59,0.0,0.12,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
17,"[444, 130, 92, 119]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
18,"[438, 129, 94, 123]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
19,"[438, 126, 90, 121]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
20,"[292, 173, 252, 305]",0.09,0.0,0.05,0.12,0.34,0.01,0.4,"[438, 133, 88, 111]",0.01,0.0,0.0,0.89,0.01,0.0,0.09,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
21,"[424, 127, 95, 121]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
22,"[415, 126, 96, 124]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
23,"[406, 129, 99, 125]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
24,"[410, 128, 94, 121]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
25,"[396, 122, 102, 129]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
26,"[396, 126, 96, 125]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
27,"[394, 129, 95, 121]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
28,"[390, 130, 97, 123]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
29,"[390, 128, 96, 124]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
30,"[392, 133, 94, 117]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,video_0109,62,2,50,31,25.0,2.48,2025-01-29T20:09:10.164812
